Column1,Column2,Column3,Sentimento
Mon Sep 27 16:49:50 +0000 2021,[1442531941308321792],"@Karol49588720 @o_antagonista Está enganada, ele assumiu quando estava inflação já se estabilizando graças ao plano real feito por FHC, viajou para outros países sim, porém, para financiar ditaduras, Cuba é um exemplo, fazendo aquele porto monumental. Pro",Neutro
Mon Sep 27 16:49:58 +0000 2021,[1442531976334831624],"Estudantes e professores das escolas da zona rural do município de Santa Filomena, precisam OBRIGATÓRIAMENTE assistir uma propaganda do Governo Bolsonaro antes de usar o wi-fi gratuito. Esse mesmo mecanismo é utilizado na Coreia do Norte, onde o acesso à internet é quase nulo. https://t.co/YYoYStzwUa",Neutro
Mon Sep 27 16:50:04 +0000 2021,[1442532000682766347],"Tem uma galera que me segue aqui que é fã do Lula. Não acho que tenho seguidores fãs do Bolsonaro. Eu não gosto de nenhum dos 2, mas se a pessoa for educada nos argumentos, eu não vejo problema em conversar sobre política.",Neutro
Mon Sep 27 16:50:53 +0000 2021,[1442532207638179845],@janainalimasp Bolsonaro dando sinais de acordar do coma. Está tendo flashes de realidade. Por enquanto apenas flashes.,Neutro
Mon Sep 27 16:51:10 +0000 2021,[1442532277041328134],"Veja, se hoje o Bolsonaro é cobrado da forma que é, e, taxado como frouxo da forma q é, é tudo culpa dele. Foi ele e não o eleitor que falou bravatas q deram esperanças.  Quem disse ""acabou, poha""-""Se o povo me der um sinal, eu vou reagir""- ""Brasil depois do dia 7, será outro"".",Neutro
Mon Sep 27 16:51:22 +0000 2021,[1442532327666720772],"@albertocalmeida Eles fazem parte de uma elite que, em parte inconfessadamente, teme mais a Lula do que a Bolsonaro... o que diz muito sobre ela",Neutro
Mon Sep 27 16:51:42 +0000 2021,[1442532412223889408],"@nadanovonofront Amigo, não existe possibilidade de o segundo colocado assumir. Caso a chapa Bolsonaro-Mourao seja casada, o congresso elege indiretamente quem vai governar até o mandato da atual chapa terminar, em 31.12.2022. É o art. 81 da CF. Inclusive",Neutro
Mon Sep 27 16:51:47 +0000 2021,[1442532434071928838],"@ThalesBH38 @OdeCarvalho Pois é, ego é o grande problema, além de tudo temos os trens da alegria agarrados na popularidade de Bolsonaro, partidos até grupos de rua. A solução inicial é formar um grupo sólido, encontrar nomes, votar em uma assembleia e anu",Neutro
Mon Sep 27 16:51:53 +0000 2021,[1442532456402493440],"@MST_Oficial @flavioferjr ""Vai pedir vacina pra tua mãe"" Bolsonaro, Jair. Presidente da República, 04 de março de 2021, resposta dada à uma seguidora.",Neutro
Mon Sep 27 16:52:06 +0000 2021,[1442532510064275464],"@AnneMM_13 Inclusive parece que tiveram mudanças em relação ao prazo para eleições indiretas, mas essa possibilidade do 2º colocado assumir acho que não existe mais não. De qq forma, duvido que Bolsonaro caia.",Neutro
Mon Sep 27 16:52:35 +0000 2021,[1442532634115117056],@BolsonaroSP Deputado... Vc poderia fazer um projeto para que a população paulista seja beneficiada... https://t.co/MUPuAeXt9p Ou vai desmentir sua narrativa???,Neutro
Mon Sep 27 16:53:17 +0000 2021,[1442532808539316227],"Eduardo 'bananinha' Bolsonaro/PSL-SP,  infectado pela 'gripezinha bolsonarista', transmitiu para esposa Heloísa Bolsonaro que está se tratando com hidroxicloroquina. https://t.co/j9MAn88jmk",Neutro
Mon Sep 27 16:53:18 +0000 2021,[1442532814189068292],"@Julioh_Dip @josilvasousa @oedgama vc está falando que eu sou fake? só pq nao tenho foto de perfil? Relaxa amigo, sou real e sou 100% contra Bolsonaro. Eu simplesmente sou racional e não vou para os extremos simplesmente por causa de um comentário.",Neutro
Mon Sep 27 16:53:40 +0000 2021,[1442532906157543430],"@ErikakHilton ""e estava com uma bag [mochila para entregas] escrito ‘Fora Bolsonaro’ bem grande”. Não falha nunca, é impressionante. Força ao Joaquim, q aja justiça.",Neutro
Mon Sep 27 16:53:51 +0000 2021,[1442532951665872898],@arthurmoledoval Minha nossa...o cara sonha com o Bolsonaro...acorda com o Bolsonaro...toma café com Bolsonaro...almoça com Bolsonaro...janta com Bolsonaro...dorme com  Bolsonaro...que paixão doentia...,Neutro
Mon Sep 27 16:54:00 +0000 2021,[1442532989569744896],"TSE julgará ação que pode cassar a chapa Bolsonaro-Mourão em outubro e ministros dizem que provas são ""material forte"" https://t.co/A4Ekw49mAJ",Neutro
Mon Sep 27 16:54:05 +0000 2021,[1442533009907982345],"Bolsonaro sobre demissão de Alexandre Garcia: 'Não tem coisa mais absurda que isso'  O presidente Jair Bolsonaro (sem partido) comentou hoje, durante discurso em evento da Caixa Econômica Federal, a saída do jornalista Alexandre Garcia da CNN Brasil https://t.co/xGTrGwZ0vU",Neutro
Mon Sep 27 16:54:05 +0000 2021,[1442533009891237893],"Bolsonaro sobre demissão de Alexandre Garcia: 'Não tem coisa mais absurda que isso'  O presidente Jair Bolsonaro (sem partido) comentou hoje, durante discurso em evento da Caixa Econômica Federal, a saída do jornalista Alexandre Garcia da CNN Brasil https://t.co/H4Ge175Ljh",Neutro
Mon Sep 27 16:54:05 +0000 2021,[1442533011820400647],ACTUALIDAD |  Un polémico ensayo clínico y la ocultación de fallecidos: cómo los medicamentos sin eficacia contra el covid-19 salpican al Gobierno de Bolsonaro https://t.co/I2tp9h7b45 @LuisLopezPSUV #PSUV #VENCEREMOS #VENEZUELA,Neutro
Mon Sep 27 16:54:13 +0000 2021,[1442533044406169603],URGENTE   TSE quer votar ação que pode cassar a chapa Bolsonaro-Mourão em um mês por impulsionamento ilegal de mensagens em massa no Whatsapp. É preciso agir com firmeza contra a fraude e as fake news.,Neutro
Mon Sep 27 16:54:44 +0000 2021,[1442533174559612933],"@joaoobardo @gallopollako @Adrianocombolso @leandroruschel É isso q vc não entende cara. Isso aí é subsidiado pelos países mais ricos da UE. O Brasil não tem a Alemanha, França e Espanha pra injetar dinheiro. E mesmo assim, o governo Bolsonaro deu uma aju",Neutro
Mon Sep 27 16:54:47 +0000 2021,[1442533188971159559],"@tododiabrasil @UOLNoticias Ou o próximo ""messias"" liberal que surgir após próximo mandato do PT, quando o povo que elegeu Bolsonaro vai dizer que ele nem era de direita, mas o próximo sim . .",Neutro
Mon Sep 27 16:55:18 +0000 2021,[1442533317291675648],"Se considerarmos o número de mortes por Covid-19, o governo Bolsonaro já teve em média 594 mortes por dia. Essa é a comemoração? #1000Diasdementiras",Neutro
Mon Sep 27 16:55:21 +0000 2021,[1442533331917176837],@BrazilFight você esta literalmente enganado ..melhor cabo eleitoral de lula e Bolsonaro .. e vi muitas pessoas arrependidas por nao votar em lula,Neutro
Mon Sep 27 16:55:47 +0000 2021,[1442533440512053250],"@albertocalmeida Alckmin em 2018 começou atacar o Bolsonaro, principalmente a questão das armas/segurança publica, para tentar atrair o eleitorado que estava com então candidato do PSL, só que isso fez o tucano perder voto, tinha que atacar o PT, naquele ",Neutro
Mon Sep 27 16:55:51 +0000 2021,[1442533457360416768],Un polémico ensayo clínico y la ocultación de fallecidos: cómo los medicamentos sin eficacia contra el covid-19 salpican al Gobierno de Bolsonaro https://t.co/e8cagtCsLe,Neutro
Mon Sep 27 16:56:23 +0000 2021,[1442533591620198400],"Acompanhei ""o antagonista"" desde o 1º post até o momento em que começaram a atacar o Presidente Bolsonaro. Desde então zero visualizações. É o que eles merecem. Não deem  mais audiência. Como o Cláudio Dantas se prestou para isto?",Neutro
Mon Sep 27 16:56:42 +0000 2021,[1442533670578016266],"@viniaIex @Flifrds O pessoal gosta de dizer que o Bolsonaro vai levar a culpa por mortes causadas pela vacina, mas eu digo que não pq já tem quase 10k que morreram pós 2ª dose e isso também não tem lógica pq quebraria as penas das Big Pharma. Vacina deles",Neutro
Mon Sep 27 16:56:45 +0000 2021,[1442533681307045888],"Sábado, dia 2 de outubro, manifestantes em todo o Brasil voltarão às ruas para mais um dia de lutas e mobilizações contra o governo Bolsonaro/Mourão e por emprego, vacina no braço e comida no prato. https://t.co/4Matul3Wkq",Neutro
Mon Sep 27 16:56:45 +0000 2021,[1442533682439507970],"@MarinaSilva Como diria Hitler, uma mentira dita mas de 1000 vezes, pode ser tornar verdade. Este também é o lema dos contrários a Bolsonaro.",Neutro
Mon Sep 27 16:56:48 +0000 2021,[1442533694711816207],"eu não sabia que o Bolsonaro tinha patenteado a bandeira do Brasil.  Assim como ele conseguiu unir a imagem da bandeira às ideologias idiotas dele nós podemos muito bem desvincular o símbolo da NOSSA cultura desse criminoso.  mas não desse jeito, não queimando ela, não mesmo.",Neutro
Mon Sep 27 16:56:50 +0000 2021,[1442533705071964161],Un polémico ensayo clínico y la ocultación de fallecidos: cómo los medicamentos sin eficacia contra el covid-19 salpican al Gobierno de Bolsonaro - RT https://t.co/wuXykYmzkz,Neutro
Mon Sep 27 16:57:01 +0000 2021,[1442533748701110277],"@RenanSantosMBL Ttem q ver grupos libertários do FB, é uma loucura, já fui libertário mas depois de participar desses grupos fiquei com nojo. Lembro que quando Bolsonaro foi eleito os caras tavam muito feliz, mas na época ficavam putos qnd o @Ideias_Radic",neutro
Mon Sep 27 16:57:42 +0000 2021,[1442533921225314305],"@felipe031203 @avassaladorafla @g1 Acredito que se deve a esta parte ""sitiantes, latifundiários, grileiros e outras figuras, em sua maioria pecuaristas que produzem carne"" e, como você sabe, Bolsonaro é apoiador de grileiros e outros criminosos de terra. ",Neutro
Mon Sep 27 16:57:54 +0000 2021,[1442533972454617092],"Fiz uma pesquisa somente entre anti Bolsonaro.  55 pessoas responderam.  29 disseram que também não votaria em Lula.  21 disseram que sim, votariam em Lula.  5 pessoas, disseram que votariam em Lula, se houvesse um confronto direto de segundo turno entre os dois.",Neutro
Mon Sep 27 16:58:02 +0000 2021,[1442534003190337558],"@JCVilela12 José, o cenário para este próximo pleito é bem diferente. Desde sua fundação o PSOL tem candidatura majoritária, não estamos nos tornando uma comuna do PT, estamos focando em tirar o Bolsonaro Próximo pleito, sem a ameaça à democracia, a gente",Neutro
Mon Sep 27 16:58:03 +0000 2021,[1442534008332619778],Un polémico ensayo clínico y la ocultación de fallecidos: cómo los medicamentos sin eficacia contra el #covid19 salpican al Gobierno de #Bolsonaro https://t.co/Bao608U5Xo https://t.co/32V8rw7MeC,Neutro
Mon Sep 27 16:58:04 +0000 2021,[1442534012371841024],@moura_101 Bolsonaro abre concorrência para gastar R$ 450 milhões em publicidade em ano eleitoral. Quatro agências serão selecionadas: https://t.co/qTEeK75wIc,Neutro
Mon Sep 27 16:58:09 +0000 2021,[1442534034249175043],@mqueiroga2 @govbr O governo precisa ser claro e contundente EXPLICANDO QUE QUEM JÁ ADQUIRIU IMUNIDADE NÃO PRECISA TOMAR ESSAS VACINAS EXPERIMENTAIS. Veja só a comitiva vacinada e espalhando vírus nos locais (por causa do tal passaporte fascista). Bolsona,Neutro
Mon Sep 27 16:58:18 +0000 2021,[1442534074279608322],"@RubensNunesMBL olha o nível das ""críticas"" ao Bolsonaro dos meninos do MBL...  Qualquer coisa que o cara fala eles dão um jeito de dar chilique.  Que oposição boba. Parece criança hahaha",Neutro
Mon Sep 27 16:58:21 +0000 2021,[1442534086401306633],@aguedescartoon Bolsonaro abre concorrência para gastar R$ 450 milhões em publicidade em ano eleitoral. Quatro agências serão selecionadas: https://t.co/qTEeK75wIc,Neutro
Mon Sep 27 16:58:26 +0000 2021,[1442534106143674373],"@JuniorTezolin @RenanSantosMBL Fora que enquanto eles estavam fazendo campanha pro Bolsonaro no final do primeiro turno, o Rapha, do ideias radicais, estava ostensivamente falando que não votaria no Bolsonaro porque ele não representa os valores dele e do",Neutro
Mon Sep 27 16:58:47 +0000 2021,[1442534193993551872],"@rsfiori @PetronioWalyson @pauloeneas O @filgmartin q TRABALHA PARA O GOVERNO, fez um pequeno texto explicando com precisão o momento que estamos vivendo, e deixando claro que o presidente Bolsonaro NADA pode fazer contra as forças do stablismeant global ",Neutro
Mon Sep 27 16:58:50 +0000 2021,[1442534204923916291],@DaniloGentili Bolsonaro abre concorrência para gastar R$ 450 milhões em publicidade em ano eleitoral. Quatro agências serão selecionadas: https://t.co/qTEeK75wIc,Neutro
Mon Sep 27 16:58:56 +0000 2021,[1442534230639194120],Que professor é esse de História que chama a República Popular Democrática da Coreia (nome oficial) de Coreia Norte (nome inventado pelo ocidente) e compara o Governo Bolsonaro com uma Ditadura do Proletariado?,Neutro
Mon Sep 27 16:59:06 +0000 2021,[1442534272666152965],@rafinhabastos Bolsonaro abre concorrência para gastar R$ 450 milhões em publicidade em ano eleitoral. Quatro agências serão selecionadas: https://t.co/qTEeK75wIc,Neutro
Mon Sep 27 16:59:09 +0000 2021,[1442534288004501518],"*Forças Armadas não vão obedecer a “ordens absurdas”, diz Bolsonaro*  Presidente defendeu indicação de militares no governo e afirmou que Ministério da Defesa foi criado por “imposição política”  https://t.co/B1IRD0icjg",Neutro
Mon Sep 27 16:59:21 +0000 2021,[1442534334972370949],"Bolsonaro diz que corrupção no governo não acabou, mas 'diminuiu muito' .ISSO NUNCA ACABA. ISSO. É INTRINSECO DESSE GOVERNO E DO S SEUS FILHOS.",Neutro
Mon Sep 27 16:59:27 +0000 2021,[1442534363531517953],@OscarFilho Bolsonaro abre concorrência para gastar R$ 450 milhões em publicidade em ano eleitoral. Quatro agências serão selecionadas: https://t.co/qTEeK75wIc,Neutro
Mon Sep 27 16:59:34 +0000 2021,[1442534389502541832],"olha o nível das ""críticas"" ao Bolsonaro dos meninos do @MBLivre.  Qualquer coisa que o cara fala eles dão um jeito de dar chilique.  Que oposição boba. Parece criança hahaha https://t.co/p55F8iHJK0",Neutro
Mon Sep 27 16:59:39 +0000 2021,[1442534411606454280],"Aliás, ontem, na @GloboNews, a “terceira via” esqueceu de apontar problemas da atual gestão para dedicar a Lula o maior tempo de crítica. Ingênuo acreditar que Bolsonaro está fora do jogo e que estimular o medo ao PT é o melhor. O voto útil antipetista vai preferir a reeleição.",Neutro
Mon Sep 27 16:59:40 +0000 2021,[1442534418158170117],@cortezrafa @YasminYassine @bibitatto Bolsonaro abre concorrência para gastar R$ 450 milhões em publicidade em ano eleitoral. Quatro agências serão selecionadas: https://t.co/qTEeK75wIc,Neutro
Mon Sep 27 16:59:51 +0000 2021,[1442534460977782786],"Só entendi que era o Sérgio quando li clube, se não tivesse essa palavra juraria que estava falando do Bolsonaro. Idênticos.",neutro
Mon Sep 27 17:00:01 +0000 2021,[1442534504048955393],"O CN7 procurou Saumíneo Nascimento, mas não obteve resposta com relação a alguns questionamentos.  Para mais informações, acesse: https://t.co/JuXDNW3cGD  #cn7news #BNB #banco #Nordeste #Brasil #Bolsonaro #JairBolsonaro",Neutro
Mon Sep 27 17:00:02 +0000 2021,[1442534506737590272],"El presidente brasileño, Jair Bolsonaro, advirtió sobre un posible regreso al poder del exmandatario Luiz Inácio Lula da Silva  #27Sep https://t.co/QW47vmydh7",Neutro
Mon Sep 27 17:00:02 +0000 2021,[1442534508532666379],"Recuo de Bolsonaro não foi suficiente para superar crise com STF, e analistas veem dificuldades para o governo no Congresso https://t.co/iOftICMF0U via @InfoMoney STF matou a LavaJato, o TSE fará entêrro solene, reabilita membros do GDC, instituição dêsse nível aposta na crise!",Neutro
Mon Sep 27 17:00:06 +0000 2021,[1442534523355471872],"@tricoleigo Pqp, tão fazendo direitinho o que o Bolsonaro quer. Associar ele à bandeira e os símbolos nacionais para esquerda passar de anti patriota.",Neutro
Mon Sep 27 17:00:09 +0000 2021,[1442534538455011332],"@JuniorTezolin @_Lucy_ano_ @felipehorlle @RenanSantosMBL @Ideias_Radicais Não disse que deixei de acompanhar, ainda assisto porém com uma frequência muito menor que alguns anos atrás. A impressão que eu tenho é que ele fazia mais oposição a Bolsonaro ante",Neutro
Mon Sep 27 17:00:24 +0000 2021,[1442534598873858048],Vc sabia? Produtora que fez filmes publicitários para ministério gravou evento da empresa de Renan Bolsonaro (o 04) de graça   https://t.co/ZvaVB0I1mG,Neutro
Mon Sep 27 17:00:24 +0000 2021,[1442534598873735171],Vc sabia? PF apreende dinheiro na cueca de vice-líder do (des)governo Bolsonaro em operação sobre desvios em verba da Covid-19   https://t.co/WMPTSVRflc,Neutro
Mon Sep 27 17:00:24 +0000 2021,[1442534598982844416],"Vc sabia? ""Quase uma união estável"", disse Bolsonaro ao senador Chico Rodrigues (DEM-RR), vice-líder do (des)governo no Senado. Durante operação, a PF apreendeu dinheiro entre as nádegas do vice-líder do (des)governo   https://t.co/EZSPbTcHT5",Neutro
Mon Sep 27 17:00:24 +0000 2021,[1442534600551530498],Vc sabia? Bolsonaro assumiu que Queiroz fez pagamentos pessoais para ele. Presidente disse ainda se referiu aos R$ 89 mil   https://t.co/02vcreYYbc,Neutro
